attribute,start,min,max,name
HP,80,270,364,grimer
Attack,80,148,284,grimer
Defense,50,94,218,grimer
Sp. Atk,40,76,196,grimer
Sp. Def,50,94,218,grimer
Speed,25,49,163,grimer
HP,100,310,404,meloetta
Attack,77,143,278,meloetta
Defense,77,143,278,meloetta
Sp. Atk,128,234,390,meloetta
Sp. Def,128,234,390,meloetta
Speed,90,166,306,meloetta
HP,100,310,404,meloetta
Attack,128,234,390,meloetta
Defense,90,166,306,meloetta
Sp. Atk,77,143,278,meloetta
Sp. Def,77,143,278,meloetta
Speed,128,234,390,meloetta
Attack,105,193,339,muk
Defense,75,139,273,muk
Sp. Atk,65,121,251,muk
Sp. Def,100,184,328,muk
Speed,50,94,218,muk
HP,45,200,294,solosis
Attack,30,58,174,solosis
Defense,40,76,196,solosis
Sp. Atk,105,193,339,solosis
Sp. Def,50,94,218,solosis
Speed,20,40,152,solosis
HP,75,260,354,beheeyem
Attack,75,139,273,beheeyem
Defense,75,139,273,beheeyem
Sp. Atk,125,229,383,beheeyem
Sp. Def,95,175,317,beheeyem
Speed,40,76,196,beheeyem
HP,30,170,264,rattata
Attack,56,105,232,rattata
Defense,35,67,185,rattata
Sp. Atk,25,49,163,rattata
Sp. Def,35,67,185,rattata
Speed,72,134,267,rattata
HP,30,170,264,rattata
Attack,56,105,232,rattata
Defense,35,67,185,rattata
Sp. Atk,25,49,163,rattata
Sp. Def,35,67,185,rattata
Speed,72,134,267,rattata
HP,55,220,314,elgyem
Attack,55,103,229,elgyem
Defense,55,103,229,elgyem
Sp. Atk,85,157,295,elgyem
Sp. Def,55,103,229,elgyem
Speed,30,58,174,elgyem
HP,65,240,334,duosion
Attack,40,76,196,duosion
Defense,50,94,218,duosion
Sp. Atk,125,229,383,duosion
Sp. Def,60,112,240,duosion
Speed,30,58,174,duosion
HP,110,330,424,reuniclus
Attack,65,121,251,reuniclus
Defense,75,139,273,reuniclus
Sp. Atk,125,229,383,reuniclus
Sp. Def,85,157,295,reuniclus
Speed,30,58,174,reuniclus
HP,60,230,324,gothorita
Attack,45,85,207,gothorita
Defense,70,130,262,gothorita
Sp. Atk,75,139,273,gothorita
Sp. Def,85,157,295,gothorita
Speed,55,103,229,gothorita
HP,70,250,344,gothitelle
Attack,55,103,229,gothitelle
Defense,95,175,317,gothitelle
Sp. Atk,95,175,317,gothitelle
Sp. Def,110,202,350,gothitelle
Speed,65,121,251,gothitelle
HP,76,262,356,munna
Attack,25,49,163,munna
Defense,45,85,207,munna
Sp. Atk,67,125,256,munna
Sp. Def,55,103,229,munna
Speed,24,47,161,munna
HP,120,350,444,cresselia
Attack,70,130,262,cresselia
Defense,120,220,372,cresselia
Sp. Atk,75,139,273,cresselia
Sp. Def,130,238,394,cresselia
Speed,85,157,295,cresselia
HP,100,310,404,victini
Attack,100,184,328,victini
Defense,100,184,328,victini
Sp. Atk,100,184,328,victini
Sp. Def,100,184,328,victini
Speed,100,184,328,victini
HP,45,200,294,gothita
HP,116,342,436,musharna
Attack,55,103,229,musharna
Defense,85,157,295,musharna
Sp. Atk,107,197,344,musharna
Sp. Def,95,175,317,musharna
Speed,29,56,172,musharna
HP,105,320,414,darmanitan
HP,75,260,354,azelf
Attack,125,229,383,azelf
Defense,70,130,262,azelf
Sp. Atk,125,229,383,azelf
Sp. Def,70,130,262,azelf
Speed,115,211,361,azelf
Attack,30,58,174,gothita
Defense,50,94,218,gothita
Sp. Atk,55,103,229,gothita
Sp. Def,65,121,251,gothita
Speed,45,85,207,gothita
Attack,140,256,416,darmanitan
Defense,55,103,229,darmanitan
Sp. Atk,30,58,174,darmanitan
Sp. Def,55,103,229,darmanitan
Speed,95,175,317,darmanitan
HP,105,320,414,darmanitan
Attack,30,58,174,darmanitan
Defense,105,193,339,darmanitan
Sp. Atk,140,256,416,darmanitan
Sp. Def,105,193,339,darmanitan
Speed,55,103,229,darmanitan
HP,105,320,414,darmanitan
Attack,140,256,416,darmanitan
Defense,55,103,229,darmanitan
Sp. Atk,30,58,174,darmanitan
Sp. Def,55,103,229,darmanitan
Speed,95,175,317,darmanitan
HP,105,320,414,darmanitan
Attack,160,292,460,darmanitan
Defense,55,103,229,darmanitan
Sp. Atk,30,58,174,darmanitan
Sp. Def,55,103,229,darmanitan
Speed,135,247,405,darmanitan
HP,68,246,340,gallade
HP,45,200,294,chingling
Attack,30,58,174,chingling
Defense,50,94,218,chingling
Sp. Atk,65,121,251,chingling
Sp. Def,50,94,218,chingling
Speed,45,85,207,chingling
HP,50,210,304,deoxys
HP,80,270,364,mesprit
Attack,105,193,339,mesprit
Defense,105,193,339,mesprit
Sp. Atk,105,193,339,mesprit
Sp. Def,105,193,339,mesprit
Speed,80,148,284,mesprit
HP,75,260,354,uxie
Attack,75,139,273,uxie
Defense,130,238,394,uxie
Sp. Atk,75,139,273,uxie
Sp. Def,130,238,394,uxie
Speed,95,175,317,uxie
HP,95,300,394,wynaut
Attack,23,45,159,wynaut
Defense,48,90,214,wynaut
Sp. Atk,23,45,159,wynaut
Sp. Def,48,90,214,wynaut
Speed,23,45,159,wynaut
Attack,125,229,383,gallade
Defense,65,121,251,gallade
Sp. Atk,65,121,251,gallade
Sp. Def,115,211,361,gallade
Speed,80,148,284,gallade
HP,68,246,340,gallade
Attack,165,301,471,gallade
Defense,95,175,317,gallade
Sp. Atk,65,121,251,gallade
Sp. Def,115,211,361,gallade
Speed,110,202,350,gallade
Attack,150,274,438,deoxys
Defense,50,94,218,deoxys
Sp. Atk,150,274,438,deoxys
Sp. Def,50,94,218,deoxys
Speed,150,274,438,deoxys
HP,50,210,304,deoxys
Attack,180,328,504,deoxys
Defense,20,40,152,deoxys
Sp. Atk,180,328,504,deoxys
Sp. Def,20,40,152,deoxys
Speed,150,274,438,deoxys
HP,50,210,304,deoxys
Attack,70,130,262,deoxys
Defense,160,292,460,deoxys
Sp. Atk,70,130,262,deoxys
Sp. Def,160,292,460,deoxys
Speed,90,166,306,deoxys
HP,50,210,304,deoxys
Attack,95,175,317,deoxys
Defense,90,166,306,deoxys
Sp. Atk,95,175,317,deoxys
Sp. Def,90,166,306,deoxys
Speed,180,328,504,deoxys
HP,75,260,354,chimecho
Attack,50,94,218,chimecho
Defense,80,148,284,chimecho
Sp. Atk,95,175,317,chimecho
Sp. Def,90,166,306,chimecho
Speed,65,121,251,chimecho
HP,80,270,364,grumpig
Attack,45,85,207,grumpig
Defense,65,121,251,grumpig
Sp. Atk,90,166,306,grumpig
Sp. Def,110,202,350,grumpig
Speed,80,148,284,grumpig
HP,60,230,324,claydol
HP,45,200,294,smoochum
HP,60,230,324,spoink
Attack,25,49,163,spoink
Defense,35,67,185,spoink
Sp. Atk,70,130,262,spoink
Sp. Def,80,148,284,spoink
Speed,60,112,240,spoink
HP,30,170,264,meditite
Attack,40,76,196,meditite
Defense,55,103,229,meditite
Sp. Atk,40,76,196,meditite
Sp. Def,55,103,229,meditite
Speed,60,112,240,meditite
HP,100,310,404,celebi
Attack,100,184,328,celebi
Defense,100,184,328,celebi
Sp. Atk,100,184,328,celebi
Sp. Def,100,184,328,celebi
Speed,100,184,328,celebi
HP,40,190,284,baltoy
Attack,40,76,196,baltoy
Defense,55,103,229,baltoy
Sp. Atk,40,76,196,baltoy
Sp. Def,70,130,262,baltoy
Speed,55,103,229,baltoy
Attack,70,130,262,claydol
Defense,105,193,339,claydol
Sp. Atk,70,130,262,claydol
Sp. Def,120,220,372,claydol
Speed,75,139,273,claydol
Attack,30,58,174,smoochum
Defense,15,31,141,smoochum
Sp. Atk,85,157,295,smoochum
Sp. Def,65,121,251,smoochum
Speed,65,121,251,smoochum
HP,70,250,344,girafarig
Attack,80,148,284,girafarig
Defense,65,121,251,girafarig
Sp. Atk,90,166,306,girafarig
Sp. Def,65,121,251,girafarig
Speed,85,157,295,girafarig
HP,190,490,584,wobbuffet
Attack,33,63,181,wobbuffet
Defense,58,108,236,wobbuffet
Sp. Atk,33,63,181,wobbuffet
Sp. Def,58,108,236,wobbuffet
Speed,33,63,181,wobbuffet
HP,60,230,324,medicham
HP,48,206,300,unown
Attack,72,134,267,unown
Defense,48,90,214,unown
Sp. Atk,72,134,267,unown
Sp. Def,48,90,214,unown
Speed,48,90,214,unown
HP,95,300,394,slowking
HP,65,240,334,espeon
Attack,65,121,251,espeon
Defense,60,112,240,espeon
Sp. Atk,130,238,394,espeon
Sp. Def,95,175,317,espeon
Speed,110,202,350,espeon
HP,100,310,404,mew
Attack,60,112,240,medicham
Defense,75,139,273,medicham
Sp. Atk,60,112,240,medicham
Sp. Def,75,139,273,medicham
Speed,80,148,284,medicham
HP,60,230,324,medicham
Attack,100,184,328,medicham
Defense,85,157,295,medicham
Sp. Atk,80,148,284,medicham
Sp. Def,85,157,295,medicham
Speed,100,184,328,medicham
Attack,75,139,273,slowking
Defense,80,148,284,slowking
Sp. Atk,100,184,328,slowking
Sp. Def,110,202,350,slowking
Speed,30,58,174,slowking
HP,95,300,394,slowking
Attack,65,121,251,slowking
Defense,80,148,284,slowking
Sp. Atk,110,202,350,slowking
Sp. Def,110,202,350,slowking
Speed,30,58,174,slowking
Attack,100,184,328,mew
Defense,100,184,328,mew
Sp. Atk,100,184,328,mew
Sp. Def,100,184,328,mew
Speed,100,184,328,mew
HP,65,240,334,jynx
Attack,50,94,218,jynx
Defense,35,67,185,jynx
Sp. Atk,115,211,361,jynx
Sp. Def,95,175,317,jynx
HP,60,230,324,starmie
Attack,75,139,273,starmie
Defense,85,157,295,starmie
Sp. Atk,100,184,328,starmie
Sp. Def,85,157,295,starmie
Speed,115,211,361,starmie
HP,60,230,324,exeggcute
Attack,40,76,196,exeggcute
Defense,80,148,284,exeggcute
Sp. Atk,60,112,240,exeggcute
Sp. Def,45,85,207,exeggcute
Speed,40,76,196,exeggcute
HP,106,322,416,mewtwo
Attack,110,202,350,mewtwo
Defense,90,166,306,mewtwo
Sp. Atk,154,281,447,mewtwo
Sp. Def,90,166,306,mewtwo
Speed,130,238,394,mewtwo
HP,106,322,416,mewtwo
Speed,95,175,317,jynx
Attack,190,346,526,mewtwo
Defense,100,184,328,mewtwo
Sp. Atk,154,281,447,mewtwo
Sp. Def,100,184,328,mewtwo
Speed,130,238,394,mewtwo
HP,106,322,416,mewtwo
Attack,150,274,438,mewtwo
Defense,70,130,262,mewtwo
Sp. Atk,194,353,535,mewtwo
Sp. Def,120,220,372,mewtwo
Speed,140,256,416,mewtwo
HP,70,250,344,camerupt
Attack,100,184,328,camerupt
Defense,70,130,262,camerupt
Sp. Atk,105,193,339,camerupt
Sp. Def,75,139,273,camerupt
Speed,40,76,196,camerupt
HP,70,250,344,camerupt
Attack,120,220,372,camerupt
Defense,100,184,328,camerupt
Sp. Atk,145,265,427,camerupt
Sp. Def,105,193,339,camerupt
Speed,20,40,152,camerupt
HP,100,310,404,swampert
HP,70,250,344,marshtomp
Attack,85,157,295,marshtomp
Defense,70,130,262,marshtomp
Sp. Atk,60,112,240,marshtomp
Sp. Def,70,130,262,marshtomp
Speed,50,94,218,marshtomp
HP,85,280,374,hypno
Attack,73,135,269,hypno
Defense,70,130,262,hypno
Sp. Atk,73,135,269,hypno
Sp. Def,115,211,361,hypno
Speed,67,125,256,hypno
HP,45,200,294,trapinch
Attack,100,184,328,trapinch
Defense,45,85,207,trapinch
Sp. Atk,45,85,207,trapinch
Sp. Def,45,85,207,trapinch
Speed,10,22,130,trapinch
HP,60,230,324,drowzee
Attack,48,90,214,drowzee
Defense,45,85,207,drowzee
Sp. Atk,43,81,203,drowzee
Sp. Def,90,166,306,drowzee
Speed,42,80,201,drowzee
Attack,110,202,350,swampert
Defense,90,166,306,swampert
Sp. Atk,85,157,295,swampert
Sp. Def,90,166,306,swampert
Speed,60,112,240,swampert
HP,100,310,404,swampert
Attack,150,274,438,swampert
Defense,110,202,350,swampert
Sp. Atk,95,175,317,swampert
Sp. Def,110,202,350,swampert
Speed,70,130,262,swampert
HP,50,210,304,barboach
Attack,48,90,214,barboach
Defense,43,81,203,barboach
Sp. Atk,46,87,210,barboach
Sp. Def,41,78,199,barboach
Speed,60,112,240,barboach
HP,60,230,324,numel
Attack,60,112,240,numel
Defense,40,76,196,numel
Sp. Atk,65,121,251,numel
Sp. Def,45,85,207,numel
Speed,35,67,185,numel
HP,100,310,404,piloswine
Attack,100,184,328,piloswine
Defense,80,148,284,piloswine
Sp. Atk,60,112,240,piloswine
Sp. Def,60,112,240,piloswine
Speed,50,94,218,piloswine
HP,50,210,304,swinub
Attack,50,94,218,swinub
Defense,40,76,196,swinub
Sp. Atk,30,58,174,swinub
Sp. Def,30,58,174,swinub
Speed,50,94,218,swinub
HP,90,290,384,donphan
Attack,120,220,372,donphan
Defense,120,220,372,donphan
Sp. Atk,60,112,240,donphan
Sp. Def,60,112,240,donphan
Speed,50,94,218,donphan
HP,95,300,394,quagsire
Attack,85,157,295,quagsire
Defense,85,157,295,quagsire
Sp. Atk,65,121,251,quagsire
Sp. Def,65,121,251,quagsire
Speed,35,67,185,quagsire
HP,90,290,384,phanpy
Attack,60,112,240,phanpy
Defense,60,112,240,phanpy
Sp. Atk,40,76,196,phanpy
Sp. Def,40,76,196,phanpy
Speed,40,76,196,phanpy
HP,60,230,324,marowak
Attack,80,148,284,marowak
Defense,110,202,350,marowak
Sp. Atk,50,94,218,marowak
HP,55,220,314,wooper
Attack,45,85,207,wooper
Defense,45,85,207,wooper
Sp. Atk,25,49,163,wooper
Sp. Def,25,49,163,wooper
Speed,15,31,141,wooper
HP,50,210,304,cubone
Attack,50,94,218,cubone
Defense,95,175,317,cubone
Sp. Atk,40,76,196,cubone
Sp. Def,50,94,218,cubone
Speed,35,67,185,cubone
Sp. Def,80,148,284,marowak
Speed,45,85,207,marowak
HP,60,230,324,marowak
Attack,80,148,284,marowak
Defense,110,202,350,marowak
Sp. Atk,50,94,218,marowak
Sp. Def,80,148,284,marowak
Speed,45,85,207,marowak
HP,100,310,404,relicanth
Attack,90,166,306,relicanth
Defense,130,238,394,relicanth
Sp. Atk,45,85,207,relicanth
Sp. Def,65,121,251,relicanth
Speed,55,103,229,relicanth
HP,90,290,384,nidoqueen
Attack,92,170,311,nidoqueen
Defense,87,161,300,nidoqueen
Sp. Atk,75,139,273,nidoqueen
Sp. Def,85,157,295,nidoqueen
Speed,76,141,276,nidoqueen
HP,86,282,376,cradily
Attack,81,150,287,cradily
Defense,97,179,322,cradily
Sp. Atk,81,150,287,cradily
Sp. Def,107,197,344,cradily
Speed,43,81,203,cradily
HP,66,242,336,lileep
Attack,41,78,199,lileep
Defense,77,143,278,lileep
Sp. Atk,61,114,243,lileep
Sp. Def,87,161,300,lileep
Speed,23,45,159,lileep
HP,80,270,364,regirock
Attack,100,184,328,regirock
Defense,200,364,548,regirock
Sp. Atk,50,94,218,regirock
Sp. Def,100,184,328,regirock
Speed,50,94,218,regirock
HP,100,310,404,tyranitar
Attack,134,245,403,tyranitar
Defense,110,202,350,tyranitar
Sp. Atk,95,175,317,tyranitar
Sp. Def,100,184,328,tyranitar
Speed,61,114,243,tyranitar
HP,81,272,366,nidoking
Attack,102,188,333,nidoking
Defense,77,143,278,nidoking
Sp. Atk,85,157,295,nidoking
Sp. Def,75,139,273,nidoking
Speed,85,157,295,nidoking
HP,90,290,384,lunatone
Attack,55,103,229,lunatone
Defense,65,121,251,lunatone
Sp. Atk,95,175,317,lunatone
Sp. Def,85,157,295,lunatone
Speed,70,130,262,lunatone
HP,90,290,384,solrock
Attack,95,175,317,solrock
Defense,85,157,295,solrock
Sp. Atk,55,103,229,solrock
Sp. Def,65,121,251,solrock
Speed,70,130,262,solrock
HP,100,310,404,tyranitar
Attack,164,299,469,tyranitar
Defense,150,274,438,tyranitar
Sp. Atk,95,175,317,tyranitar
Sp. Def,120,220,372,tyranitar
Speed,71,132,265,tyranitar
HP,65,240,334,corsola
Attack,55,103,229,corsola
Defense,95,175,317,corsola
Sp. Atk,65,121,251,corsola
Sp. Def,95,175,317,corsola
Speed,35,67,185,corsola
HP,50,210,304,larvitar
Attack,64,119,249,larvitar
Defense,50,94,218,larvitar
Sp. Atk,45,85,207,larvitar
Sp. Def,50,94,218,larvitar
Speed,41,78,199,larvitar
HP,70,250,344,pupitar
Attack,84,155,293,pupitar
Defense,70,130,262,pupitar
Sp. Atk,65,121,251,pupitar
Sp. Def,70,130,262,pupitar
Speed,51,96,221,pupitar
HP,60,230,324,corsola
Attack,55,103,229,corsola
Defense,100,184,328,corsola
Sp. Atk,65,121,251,corsola
Sp. Def,100,184,328,corsola
Speed,30,58,174,corsola
HP,30,170,264,nosepass
Attack,45,85,207,nosepass
Defense,135,247,405,nosepass
Sp. Atk,45,85,207,nosepass
Sp. Def,90,166,306,nosepass
Speed,30,58,174,nosepass
HP,30,170,264,kabuto
Attack,80,148,284,kabuto
Defense,90,166,306,kabuto
Sp. Atk,55,103,229,kabuto
Sp. Def,45,85,207,kabuto
Speed,55,103,229,kabuto
HP,70,250,344,sudowoodo
Attack,100,184,328,sudowoodo
Defense,115,211,361,sudowoodo
Sp. Atk,30,58,174,sudowoodo
Sp. Def,65,121,251,sudowoodo
Speed,30,58,174,sudowoodo
HP,60,230,324,kabutops
Attack,115,211,361,kabutops
Defense,105,193,339,kabutops
Sp. Atk,65,121,251,kabutops
Sp. Def,70,130,262,kabutops
Speed,80,148,284,kabutops
HP,70,250,344,omastar
Attack,60,112,240,omastar
Defense,125,229,383,omastar
Sp. Atk,115,211,361,omastar
Sp. Def,70,130,262,omastar
Speed,55,103,229,omastar
HP,60,230,324,magcargo
Attack,50,94,218,magcargo
Defense,120,220,372,magcargo
Sp. Atk,90,166,306,magcargo
Sp. Def,80,148,284,magcargo
Speed,30,58,174,magcargo
HP,35,180,274,omanyte
Attack,40,76,196,omanyte
Defense,100,184,328,omanyte
Sp. Atk,90,166,306,omanyte
Sp. Def,55,103,229,omanyte
Speed,35,67,185,omanyte
HP,80,270,364,rhyhorn
Attack,85,157,295,rhyhorn
Defense,95,175,317,rhyhorn
Sp. Atk,30,58,174,rhyhorn
Sp. Def,30,58,174,rhyhorn
Speed,25,49,163,rhyhorn
HP,105,320,414,rhydon
Attack,130,238,394,rhydon
Defense,120,220,372,rhydon
Sp. Atk,45,85,207,rhydon
Sp. Def,45,85,207,rhydon
Speed,40,76,196,rhydon
HP,80,270,364,golem
Attack,120,220,372,golem
Defense,130,238,394,golem
Sp. Atk,55,103,229,golem
Sp. Def,65,121,251,golem
Speed,45,85,207,golem
HP,80,270,364,golem
Attack,120,220,372,golem
Defense,130,238,394,golem
Sp. Atk,55,103,229,golem
Sp. Def,65,121,251,golem
Speed,45,85,207,golem
HP,40,190,284,geodude
Attack,80,148,284,geodude
Defense,100,184,328,geodude
Sp. Atk,30,58,174,geodude
Sp. Def,30,58,174,geodude
Speed,20,40,152,geodude
HP,40,190,284,geodude
Attack,80,148,284,geodude
Defense,100,184,328,geodude
Sp. Atk,30,58,174,geodude
Sp. Def,30,58,174,geodude
Speed,20,40,152,geodude
HP,35,180,274,onix
Attack,45,85,207,onix
Defense,160,292,460,onix
Sp. Atk,30,58,174,onix
Sp. Def,45,85,207,onix
Speed,70,130,262,onix
HP,55,220,314,graveler
Attack,95,175,317,graveler
Defense,115,211,361,graveler
Sp. Atk,45,85,207,graveler
Sp. Def,45,85,207,graveler
Speed,35,67,185,graveler
HP,55,220,314,graveler
Attack,95,175,317,graveler
Defense,115,211,361,graveler
Sp. Atk,45,85,207,graveler
Sp. Def,45,85,207,graveler
Speed,35,67,185,graveler
HP,68,246,340,corvisquire
Attack,67,125,256,corvisquire
Defense,55,103,229,corvisquire
Sp. Atk,43,81,203,corvisquire
Sp. Def,55,103,229,corvisquire
Speed,77,143,278,corvisquire
HP,55,220,314,growlithe
Attack,70,130,262,growlithe
Defense,45,85,207,growlithe
Sp. Atk,70,130,262,growlithe
Sp. Def,50,94,218,growlithe
Speed,60,112,240,growlithe
HP,70,250,344,cramorant
Attack,85,157,295,cramorant
Defense,55,103,229,cramorant
Sp. Atk,85,157,295,cramorant
Sp. Def,95,175,317,cramorant
Speed,85,157,295,cramorant
HP,75,260,354,oricorio
Attack,70,130,262,oricorio
Defense,70,130,262,oricorio
Sp. Atk,98,180,324,oricorio
Sp. Def,70,130,262,oricorio
Speed,93,171,313,oricorio
HP,75,260,354,oricorio
Attack,70,130,262,oricorio
Defense,70,130,262,oricorio
Sp. Atk,98,180,324,oricorio
Sp. Def,70,130,262,oricorio
Speed,93,171,313,oricorio
HP,75,260,354,oricorio
Attack,70,130,262,oricorio
Defense,70,130,262,oricorio
Sp. Atk,98,180,324,oricorio
Sp. Def,70,130,262,oricorio
Speed,93,171,313,oricorio
HP,75,260,354,oricorio
Attack,70,130,262,oricorio
HP,68,246,340,rowlet
Attack,55,103,229,rowlet
Defense,55,103,229,rowlet
Sp. Atk,50,94,218,rowlet
Sp. Def,50,94,218,rowlet
Speed,42,80,201,rowlet
HP,80,270,364,toucannon
Attack,120,220,372,toucannon
Defense,75,139,273,toucannon
Sp. Atk,75,139,273,toucannon
Sp. Def,75,139,273,toucannon
Speed,60,112,240,toucannon
HP,60,230,324,minior
Attack,60,112,240,minior
Defense,100,184,328,minior
Sp. Atk,60,112,240,minior
Sp. Def,100,184,328,minior
Speed,60,112,240,minior
HP,60,230,324,minior
Attack,100,184,328,minior
Defense,60,112,240,minior
Sp. Atk,100,184,328,minior
Sp. Def,60,112,240,minior
Speed,120,220,372,minior
HP,78,266,360,dartrix
Attack,75,139,273,dartrix
Defense,75,139,273,dartrix
Sp. Atk,70,130,262,dartrix
Sp. Def,70,130,262,dartrix
Speed,52,98,223,dartrix
Defense,70,130,262,oricorio
Sp. Atk,98,180,324,oricorio
Sp. Def,70,130,262,oricorio
Speed,93,171,313,oricorio
HP,85,280,374,noivern
Attack,70,130,262,noivern
Defense,80,148,284,noivern
Sp. Atk,97,179,322,noivern
Sp. Def,80,148,284,noivern
Speed,123,225,379,noivern
HP,55,220,314,trumbeak
Attack,85,157,295,trumbeak
Defense,50,94,218,trumbeak
Sp. Atk,40,76,196,trumbeak
Sp. Def,50,94,218,trumbeak
Speed,75,139,273,trumbeak
HP,126,362,456,yveltal
Attack,131,240,397,yveltal
Defense,95,175,317,yveltal
Sp. Atk,131,240,397,yveltal
Sp. Def,98,180,324,yveltal
Speed,99,182,326,yveltal
HP,35,180,274,pikipek
Attack,75,139,273,pikipek
Defense,30,58,174,pikipek
Sp. Atk,30,58,174,pikipek
Sp. Def,30,58,174,pikipek
Speed,65,121,251,pikipek
HP,38,186,280,rookidee
Attack,47,89,212,rookidee
Defense,35,67,185,rookidee
Sp. Atk,33,63,181,rookidee
Sp. Def,35,67,185,rookidee
Speed,57,107,234,rookidee
HP,45,200,294,fletchling
Attack,50,94,218,fletchling
Defense,43,81,203,fletchling
Sp. Atk,40,76,196,fletchling
Sp. Def,38,72,192,fletchling
Speed,62,116,245,fletchling
HP,79,268,362,thundurus
Attack,115,211,361,thundurus
Defense,70,130,262,thundurus
Sp. Atk,125,229,383,thundurus
Sp. Def,80,148,284,thundurus
Speed,111,204,353,thundurus
HP,79,268,362,thundurus
Attack,105,193,339,thundurus
Defense,70,130,262,thundurus
Sp. Atk,145,265,427,thundurus
Sp. Def,80,148,284,thundurus
Speed,101,186,331,thundurus
HP,79,268,362,tornadus
Attack,115,211,361,tornadus
Defense,70,130,262,tornadus
Sp. Atk,125,229,383,tornadus
Sp. Def,80,148,284,tornadus
Speed,111,204,353,tornadus
HP,79,268,362,tornadus
Attack,100,184,328,tornadus
Defense,80,148,284,tornadus
Sp. Atk,110,202,350,tornadus
Sp. Def,90,166,306,tornadus
Speed,121,222,375,tornadus
HP,78,266,360,talonflame
Attack,81,150,287,talonflame
Defense,71,132,265,talonflame
Sp. Atk,74,137,271,talonflame
Sp. Def,69,128,260,talonflame
Speed,126,231,386,talonflame
HP,40,190,284,noibat
Attack,30,58,174,noibat
Defense,35,67,185,noibat
Sp. Atk,45,85,207,noibat
Sp. Def,40,76,196,noibat
Speed,55,103,229,noibat
HP,78,266,360,hawlucha
Attack,92,170,311,hawlucha
Defense,75,139,273,hawlucha
Sp. Atk,74,137,271,hawlucha
Sp. Def,63,117,247,hawlucha
Speed,118,216,368,hawlucha
HP,62,234,328,fletchinder
Attack,73,135,269,fletchinder
Defense,55,103,229,fletchinder
Sp. Atk,56,105,232,fletchinder
Sp. Def,52,98,223,fletchinder
Speed,84,155,293,fletchinder
HP,89,288,382,landorus
Attack,125,229,383,landorus
Defense,90,166,306,landorus
Sp. Atk,115,211,361,landorus
Sp. Def,80,148,284,landorus
Speed,101,186,331,landorus
HP,89,288,382,landorus
Attack,145,265,427,landorus
Defense,90,166,306,landorus
Sp. Atk,105,193,339,landorus
Sp. Def,80,148,284,landorus
Speed,91,168,309,landorus
HP,55,220,314,emolga
Attack,75,139,273,emolga
Defense,60,112,240,emolga
Sp. Atk,75,139,273,emolga
Sp. Def,60,112,240,emolga
Speed,103,189,335,emolga
HP,70,250,344,vullaby
Attack,55,103,229,vullaby
Defense,75,139,273,vullaby
Sp. Atk,45,85,207,vullaby
Sp. Def,65,121,251,vullaby
Speed,60,112,240,vullaby
HP,75,260,354,swanna
Attack,87,161,300,swanna
Defense,63,117,247,swanna
Sp. Atk,87,161,300,swanna
Sp. Def,63,117,247,swanna
Speed,98,180,324,swanna
HP,52,214,308,deino
Attack,65,121,251,deino
Defense,50,94,218,deino
Sp. Atk,45,85,207,deino
Sp. Def,50,94,218,deino
Speed,38,72,192,deino
HP,70,250,344,rufflet
Attack,83,153,291,rufflet
Defense,50,94,218,rufflet
Sp. Atk,37,71,190,rufflet
Sp. Def,50,94,218,rufflet
Speed,60,112,240,rufflet
HP,110,330,424,mandibuzz
Attack,65,121,251,mandibuzz
Defense,105,193,339,mandibuzz
Sp. Atk,55,103,229,mandibuzz
Sp. Def,95,175,317,mandibuzz
Speed,80,148,284,mandibuzz
HP,77,264,358,druddigon
Attack,120,220,372,druddigon
Defense,90,166,306,druddigon
Sp. Atk,60,112,240,druddigon
Sp. Def,90,166,306,druddigon
Speed,48,90,214,druddigon
HP,46,202,296,axew
Attack,87,161,300,axew
Defense,60,112,240,axew
Sp. Atk,30,58,174,axew
Sp. Def,40,76,196,axew
Speed,57,107,234,axew
HP,100,310,404,braviary
Attack,123,225,379,braviary
Defense,75,139,273,braviary
Sp. Atk,57,107,234,braviary
Sp. Def,75,139,273,braviary
Speed,80,148,284,braviary
HP,62,234,328,ducklett
Attack,44,83,205,ducklett
Defense,50,94,218,ducklett
Sp. Atk,44,83,205,ducklett
Sp. Def,50,94,218,ducklett
Speed,55,103,229,ducklett
HP,75,260,354,archeops
Attack,140,256,416,archeops
Defense,65,121,251,archeops
Sp. Atk,112,206,355,archeops
Sp. Def,65,121,251,archeops
Speed,110,202,350,archeops
HP,76,262,356,haxorus
Attack,147,269,432,haxorus
Defense,90,166,306,haxorus
Sp. Atk,60,112,240,haxorus
Sp. Def,70,130,262,haxorus
Speed,97,179,322,haxorus
HP,66,242,336,fraxure
Attack,117,215,366,fraxure
Defense,70,130,262,fraxure
Sp. Atk,40,76,196,fraxure
Sp. Def,50,94,218,fraxure
Speed,67,125,256,fraxure
HP,90,290,384,palkia
Attack,120,220,372,palkia
Defense,100,184,328,palkia
Sp. Atk,150,274,438,palkia
Sp. Def,120,220,372,palkia
Speed,100,184,328,palkia
HP,68,246,340,gabite
Attack,90,166,306,gabite
Defense,65,121,251,gabite
Sp. Atk,50,94,218,gabite
Sp. Def,55,103,229,gabite
Speed,82,152,289,gabite
HP,150,410,504,giratina
Attack,100,184,328,giratina
Defense,120,220,372,giratina
Sp. Atk,100,184,328,giratina
Sp. Def,120,220,372,giratina
Speed,90,166,306,giratina
HP,150,410,504,giratina
